# idx_agent, opinion
    0,        0.4520446014447073
    1,        0.4520472670626684
    2,        0.4520676806799907
    3,        0.4520573710676114
    4,        0.4520268626902937
    5,        0.4520777912954914
    6,        0.4520605433050143
    7,        0.4520688072909122
    8,       0.45205666793341504
    9,       0.45205642528367274
   10,          0.45204167361938
   11,        0.4520518186889142
   12,       0.45207168712583035
   13,        0.4520488665293571
   14,        0.4520428415194534
   15,       0.45206318429166414
   16,         0.452049067820541
   17,       0.45205270051670077
   18,       0.45204345674233304
   19,        0.4520818680422824
