# idx_agent, opinion
    0,        0.4520528369234821
    1,        0.4520532791509698
    2,       0.45205382617054196
    3,       0.45205365250492757
    4,       0.45205153574245766
    5,       0.45205473205661717
    6,       0.45205395908784207
    7,        0.4520541394341254
    8,       0.45205366967886085
    9,        0.4520539785433361
   10,       0.45205215622463185
   11,       0.45205288365732527
   12,       0.45205442650999894
   13,        0.4520534414937575
   14,        0.4520538780683159
   15,        0.4520545196947579
   16,        0.4520527599921559
   17,        0.4520532922588779
   18,       0.45205259693843897
   19,       0.45205434465322797
