# idx_agent, opinion
    0,        0.4520526258216543
    1,       0.45205307246251714
    2,        0.4520538455113628
    3,       0.45205369512682203
    4,       0.45205031730094725
    5,       0.45205569343704316
    6,       0.45205413417325807
    7,        0.4520544980891903
    8,       0.45205364259034314
    9,       0.45205446442066166
   10,       0.45205143272949644
   11,       0.45205238581541646
   12,       0.45205516060758755
   13,       0.45205371507809256
   14,        0.4520540161204623
   15,        0.4520549129248666
   16,        0.4520523880898518
   17,       0.45205342274575766
   18,        0.4520522453611711
   19,        0.4520550981190226
