# idx_agent, opinion
    0,       0.45204907786195503
    1,       0.45205007321618706
    2,        0.4520578971452342
    3,       0.45205384103549195
    4,       0.45203782418161176
    5,        0.4520662171612736
    6,       0.45205648920391994
    7,        0.4520607360384772
    8,       0.45205442031445975
    9,       0.45205679567014434
   10,        0.4520454700162959
   11,       0.45205063226262215
   12,        0.4520640069080602
   13,        0.4520541374951204
   14,       0.45204948878119083
   15,       0.45205727730888723
   16,        0.4520499085105846
   17,       0.45205454779384535
   18,       0.45204810707750603
   19,        0.4520685658074892
