idx_agent, n_neighbours_in, indices_neighbours_in[...], weights_in[...]
    0,    11,     3,     4,     5,     9,    11,    12,    13,    14,    17,    18,     0,       0.14446034937992014,        0.1495818604630703,       0.12980832944239354,       0.08980152843166306,      0.030870652561222612,       0.03985912236518223,      0.010090150952197853,       0.09828574057104042,        0.1091936588123126,       0.05333323353945794,       0.14471537348153932
    1,    11,     0,     4,     5,     9,    11,    14,    15,    16,    17,    18,     1,      0.015841838952164376,       0.08819872898398709,      0.026329567428217498,       0.10159761604493783,       0.13965710368920628,       0.09886378750801796,       0.09988364695394308,       0.06486133329660909,       0.11636844066876044,       0.14878065437150279,       0.09961728210265354
    2,    11,     1,     3,     4,     9,    12,    13,    16,    17,    18,    19,     2,      0.019066476577961844,       0.16021303740419734,        0.0835066624134882,       0.03417102126235183,       0.13809764686965612,       0.09734435887319065,       0.13049024946754717,       0.04797183997342561,      0.014601611108271993,       0.15774187567607342,       0.11679522037383556
    3,    11,     0,     6,     7,    10,    12,    13,    14,    16,    17,    18,     3,       0.05669716081301938,       0.16549888872125246,        0.0620271993298332,       0.13408054750961962,       0.06098496268106427,       0.15594180161078586,      0.004403033068789022,       0.03994268023091359,       0.12339114842498705,       0.13714721167341137,       0.05988536593632413
    4,    11,     1,     2,     3,     5,     9,    11,    12,    13,    15,    16,     4,       0.07890002261247607,       0.24940814297284525,        0.1867137876581978,      0.004088414735373788,       0.02846398646079712,     0.0020054164702569526,       0.05267135812398615,       0.10883993688432445,       0.02595994896812456,       0.08525534217728745,       0.17769364293633047
    5,    11,     4,     6,     9,    10,    12,    13,    14,    16,    17,    18,     5,       0.14815307980384254,       0.11157685211563942,       0.04409842723365831,       0.08911688302175544,      0.029455656889106386,       0.09310115798220649,       0.03775240801311088,       0.09913567593784103,       0.18262434178298162,       0.09718905164735743,       0.06779646557250049
    6,    11,     1,     3,     5,     8,     9,    10,    11,    17,    18,    19,     6,      0.018311553335762537,       0.10338979611643634,      0.029204706038931244,       0.10600036403028636,      0.007910850832930824,       0.13881984481038007,        0.1441864516269701,       0.11689196220228848,       0.14196709616571854,       0.05210885890787683,        0.1412085159324189
    7,    11,     0,     1,     4,     5,     6,     8,     9,    11,    12,    13,     7,       0.15026214641742255,       0.11287030541134854,       0.04116790231057979,      0.061640379360852614,      0.028947702420815232,       0.13315366752877497,        0.0645474444582939,       0.08574817789583591,         0.137494231002007,       0.12452810789963792,       0.05963993529443171
    8,    11,     1,    10,    11,    12,    13,    15,    16,    17,    18,    19,     8,       0.04198410486944965,       0.03145696159134063,       0.09824068795571866,       0.17716906008586455,      0.004770435801130384,       0.09994906702214228,       0.20200725725973734,       0.12084202729119799,       0.12273243529546737,      0.056285359435037534,       0.04456260339291386
    9,    11,     0,     1,     2,     3,     4,     7,    11,    12,    16,    17,     9,       0.10986437989353265,      0.026339939030869064,      0.013211025534905574,       0.01713650945056324,       0.20138949318312757,       0.07112248022531857,      0.004565786486809113,       0.19433316712237375,       0.09586124098011793,       0.05997833174107093,        0.2061976463513117
   10,    11,     2,     3,     5,     7,     9,    11,    12,    14,    16,    17,    10,       0.17045120945316167,       0.06639171186284686,        0.0744544506668569,       0.11713875371668457,       0.11275393635862876,       0.15294552631850702,       0.09514990410712647,      0.015912262107559128,        0.0720113665838594,      0.008746959837106077,       0.11404391898766343
   11,    11,     3,     5,     6,     7,     8,     9,    13,    16,    17,    18,    11,       0.17249566821089793,       0.11261178751757055,       0.09470368929667376,       0.16230127006918904,       0.14304821520531036,      0.010181190473082984,       0.08098224176775386,        0.0982396642886596,      0.006883798891408641,       0.11528588101649849,      0.003266593262954728
   12,    11,     0,     3,     6,    10,    11,    13,    14,    16,    17,    19,    12,       0.09846151097469068,         0.137033159740162,       0.11994058243845807,       0.09152628960814566,      0.035340492848528415,       0.11226503207097413,       0.04992673497955701,       0.14470293450808364,       0.04041416247438572,       0.12546295595074927,       0.04492614440626538
   13,    11,     0,     1,     2,     6,     9,    10,    11,    12,    16,    17,    13,       0.10908716752040748,       0.13017009811478114,       0.04438374328024749,      0.021709447117782776,       0.04653786517888591,       0.17570050338321075,      0.019830916272548932,       0.10714758859201455,       0.16644657892450984,       0.10819325012141227,       0.07079284149419883
   14,    11,     3,     4,     7,     9,    10,    12,    15,    17,    18,    19,    14,       0.09351767299955005,       0.11218444458515739,       0.10555321513892782,      0.044120549373718926,        0.0442304280661078,       0.06225489072368324,       0.14000299054275595,       0.14080865308357154,       0.12707181176545942,       0.05467688741896947,       0.07557845630209825
   15,    11,     2,     3,     5,     9,    11,    12,    13,    16,    18,    19,    15,        0.0878613334951077,       0.05661226552698981,        0.0840854082539587,       0.12964228713103407,       0.02431020329600412,       0.17696520707043803,         0.093937595048088,       0.08416406108601913,       0.17086305031242424,       0.07012745476481837,      0.021431134015117786
   16,    11,     1,     2,     4,     5,     6,     8,    12,    15,    17,    18,    16,       0.12173620775606375,       0.06023394851116395,       0.13220478665950183,       0.12621763224353758,      0.046816907246084914,       0.08727430951169961,       0.09334670039987607,       0.07050940684196422,       0.09498068403737615,       0.14083811517460568,        0.0258413016181261
   17,    11,     3,     4,     5,     6,     7,     8,    11,    14,    16,    19,    17,       0.07666429277195881,        0.1698038896012394,       0.08315859847767687,      0.057922737943923476,      0.052803483946002615,        0.1174734101072552,       0.01904582081986433,       0.12173184459552339,       0.13648612242806277,       0.09322590279477104,       0.07168389651372219
   18,    11,     1,     2,     3,     6,     7,     8,     9,    13,    14,    17,    18,        0.0844522221544435,       0.11471123720523235,      0.014479364520945674,       0.10803167663942559,       0.07376129642362801,       0.08689861509215936,      0.025535055343767946,       0.16668421170571796,       0.06944382854973007,       0.17037412720018058,       0.08562836516476886
   19,    11,     2,     5,     6,     8,    11,    13,    14,    15,    16,    18,    19,       0.04741162132024682,       0.07894934508176622,       0.11551727983802626,       0.11193678539277013,        0.0784120706363725,       0.09908599185226225,       0.05424245339017181,        0.0824194556671629,       0.12156502276223334,        0.1239593976984942,        0.0865005763604935
