# idx_agent, n_neighbours_in, indices_neighbours_in[...], weights_in[...]
    0,    11,     4,     6,    55,    72,    74,   148,   152,   179,   181,   190,     0,        0.1402643512661049,        0.1468037196207369,      0.012008127804836566,       0.08613173077157503,       0.05449520667963379,       0.15907138940973842,      0.059618241879616486,        0.1288732459170571,       0.05861648269504178,       0.14988547198685845,      0.004232031968800482
    1,    11,    16,    45,    47,    55,    81,    88,   102,   103,   158,   182,     1,       0.17698010833625547,       0.14347778103118866,       0.17425598435971748,       0.06396045807864012,       0.17332487321608214,        0.1383354790642298,      0.004200960923945869,       0.00391985631056918,       0.09123448200209153,      0.020817281871034505,       0.00949273480624523
    2,    11,     1,    46,    50,    63,    73,    90,   109,   118,   143,   145,     2,        0.1363141078979873,       0.11333808166905919,       0.01710263137508571,         0.115698667888319,       0.11530317643983334,       0.11841215197056346,       0.12268719988689827,      0.018056940739575054,        0.1331025702850694,       0.05184420528854589,       0.05814026655906331
    3,    11,    13,    27,    32,    46,    80,    85,    93,   162,   182,   192,     3,      0.040229917879952934,       0.15188528299273774,       0.01714294650307302,        0.0926243323264301,       0.14388567622930307,       0.09352826028479681,      0.061197267834543226,       0.09255806431493106,       0.13530469488748254,       0.08257549795245396,       0.08906805879429551
    4,    11,    13,    61,    62,    64,    66,    92,    94,   109,   117,   118,     4,       0.07289056060380843,      0.024940511596525907,       0.08494178348715026,       0.13474300052831265,       0.06666958915235187,       0.14633008508365833,        0.1397032386794243,      0.051819016495352976,       0.09659905256952864,        0.1033202424581871,       0.07804291934569946
    5,    11,     6,    19,    36,    49,    74,    90,   140,   154,   164,   199,     5,       0.12972154021431298,       0.11138632603844323,       0.09517724742609453,       0.12660179717524128,       0.03594536426960919,       0.07515233984665957,       0.10610441413202487,     0.0034488792173613223,       0.10750499260305542,       0.09006697981716238,       0.11889011926003519
    6,    11,    10,    33,    38,    41,    43,    66,    90,   105,   159,   178,     6,      0.002419921734314596,       0.14981490692614058,       0.15867169997228475,       0.13035001284798597,       0.09970454575281337,      0.026082187376722472,        0.0685262204962313,       0.01855386586557423,       0.05664426790820973,       0.16144544622258666,       0.12778692489713636
    7,    11,     9,    13,    51,    93,    96,   105,   119,   128,   136,   145,     7,       0.10238829768546608,       0.10221911951245966,       0.12241554322986492,       0.09111502219184882,       0.12007104317231913,      0.024795022307099544,       0.10893607260411985,       0.08181335126862921,       0.07000370571301243,       0.06422865778434653,       0.11201416453083379
    8,    11,    23,    59,    70,    71,    82,    88,   123,   144,   186,   189,     8,       0.06671275101088285,       0.16877000175187906,       0.09834594702395279,       0.18579694321290632,       0.11823340284106018,       0.11788005043435043,      0.027405228814176796,       0.16852945652080742,       0.03402693920352093,      0.011631592737688422,      0.002667686448775107
    9,    11,   102,   128,   144,   152,   161,   172,   173,   180,   186,   187,     9,       0.05873805211872787,       0.06105948339642331,       0.10057836783357642,       0.10754203889351388,        0.0397695781272067,        0.0679219357791522,       0.07452036035087427,       0.11505362016285305,       0.10652210255264878,       0.10924625015032105,        0.1590482106347024
